,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
147881,1,0.7000000000000001,0.1474394861220709,-1,96,40,0.9053350725546784,-1.0690032598770849,AC,659,2575.7561499435005,3905.8453902974015,4813.8077822113455,0,7,CA,260,1,BA,0,1,-1,0,1500.0,0,INTERNET,6.594711845923747,other,0,1,0,3
147893,1,0.9,0.094293829285435,-1,46,50,0.016174223605717,-0.6723114322437274,AB,3217,10479.567486159782,8482.495540695181,5332.25468015479,13,5,CA,172,0,BB,0,1,25,0,1500.0,0,INTERNET,4.153315059183689,windows,1,1,0,2
147927,1,0.9,0.1833912444756561,-1,37,60,0.0311184613404593,-0.6541428561299272,AD,4311,14266.4777887562,7627.065631478684,6450.700095235992,1715,10,CA,238,0,BA,0,1,1,0,1500.0,0,INTERNET,5.110646422792282,windows,1,1,0,0
147965,1,0.1,0.1050676719319626,-1,236,40,0.0238143521579295,-1.7355320356010924,AB,3327,8488.37804690129,5140.795318433051,5933.000626131086,10,4,CC,34,1,BB,1,1,11,0,200.0,0,INTERNET,45.55483850913753,linux,0,1,0,0
148359,1,0.1,0.6482490658342306,-1,101,50,0.0054336880379495,-1.1736115181017357,AC,1952,5476.692298634289,4539.621871801371,4722.791667284756,0,6,CA,118,0,BA,1,1,-1,0,200.0,0,INTERNET,1.1673990193671004,windows,0,1,0,4
148383,1,0.6000000000000001,0.615599503993556,-1,172,40,0.0020602656288075,-0.9895322131813256,AB,1115,8669.342446339668,3075.4132678911933,4344.521845316191,11,9,CA,260,0,BB,0,1,15,0,1500.0,0,INTERNET,1.9031704638913605,windows,0,1,0,4
148508,1,0.8,0.4430526399558087,-1,242,20,0.0182422843792287,-0.8818635853392117,AB,1496,2813.2387759310527,7139.7779578871305,3545.6498028204164,2,5,CA,88,1,BB,0,0,1,0,200.0,0,INTERNET,5.951231112461475,macintosh,1,1,0,6
148531,1,0.7000000000000001,0.5135401745516811,-1,71,40,0.0042776675416454,-1.3795403284254533,AD,1635,7247.440798021308,5600.8288581399975,4335.80666191431,13,7,CB,106,1,BA,0,1,15,0,200.0,0,INTERNET,18.12111406136816,windows,0,1,0,4
148599,1,0.9,0.7945060741720638,-1,106,50,0.0028978962376904,-1.1686383895454264,AC,927,5635.547872176316,4707.593684060827,4789.572054213899,0,1,CA,270,1,BA,0,1,-1,0,2000.0,0,INTERNET,12.05669560643814,macintosh,1,1,0,5
148613,1,0.3,0.3320690467505677,-1,107,50,0.0089668874384655,-1.2278834628728816,AC,1193,2582.9645018763395,2792.1221439189703,4068.8115115981263,1,4,CC,119,0,BA,1,0,-1,0,200.0,0,INTERNET,6.498830388242602,windows,0,2,0,6
148781,1,0.2,0.202463199074297,-1,57,30,0.029772840098278,0.6662429846704327,AD,1910,7930.095655741106,5176.435117966618,5034.113367759399,7,12,CA,114,1,BC,0,1,30,0,200.0,0,INTERNET,2.3160681420904963,other,1,1,0,0
148938,1,0.7000000000000001,0.2264535958576286,-1,91,40,0.0249727668999937,-1.2510456972860984,AB,1100,2452.6512534535823,2333.19037516119,3675.752336082243,8,4,CA,260,1,BA,1,1,1,1,1500.0,0,INTERNET,1.1636481982458649,linux,1,1,0,7
149125,1,0.2,0.3178052067410405,-1,103,20,0.0143700549896293,-0.8695494263118474,AB,1125,1656.0399443670044,1925.272506417296,4367.00280702049,23,7,CA,111,1,BE,0,1,20,0,200.0,0,INTERNET,3.2313505610317983,macintosh,1,1,0,5
149299,1,0.6000000000000001,0.241603490385038,-1,62,40,2.4239326182230068,-0.8848349406744447,AC,2016,3880.140424532023,4292.506815521834,5728.177174369248,0,4,CA,163,1,BA,0,1,-1,0,200.0,0,INTERNET,7.388758071300262,windows,1,1,0,1
149329,1,0.9,0.8248382095072415,-1,344,50,0.0139681219110759,-1.084208263355755,AC,1646,8043.095943098159,5984.836269041979,4383.8092788322165,0,13,CA,281,1,BA,0,1,-1,0,1000.0,0,INTERNET,3.756509769787699,windows,1,1,0,5
149367,1,0.9,0.2281228073543142,-1,52,40,0.0062341806308559,-1.1226734265533969,AC,1635,6359.351862100471,6952.656754560426,5480.2002320829215,1,13,CA,91,0,BA,1,1,-1,0,1500.0,0,INTERNET,4.6027710728042965,windows,0,1,0,1
149440,1,0.9,0.1696990104291388,-1,379,40,0.0124432658294531,-0.5105655651092684,AC,1896,6622.923883506102,6630.48491708326,5640.956285408975,1,5,CA,213,0,BA,0,1,-1,0,2000.0,0,INTERNET,10.528868352188464,macintosh,1,1,0,1
149447,1,0.9,0.2211524077236497,-1,37,50,0.0055835091561405,-0.6784686294224219,AB,1040,1156.8587912520572,7430.25205774493,3500.703637744655,836,5,CF,288,1,BA,0,0,1,0,500.0,0,INTERNET,3.333477720623001,windows,1,1,0,4
149450,1,0.6000000000000001,0.4854736320297378,34,4,50,0.0189774181996102,-0.9403547453139582,AD,943,4456.555392816474,3238.7616045672785,3051.0705452410607,13,1,CA,173,0,BA,1,1,28,1,200.0,0,INTERNET,3.9315408912092886,x11,0,2,0,7
149536,1,0.9,0.4503289750495054,-1,128,30,0.0051032324014395,16.711842016357547,AA,2445,7925.839611671361,4916.187814597,3072.7449913555656,8,8,CA,115,1,BC,1,1,2,0,500.0,1,INTERNET,6.215741700335531,windows,1,1,0,7
149566,1,0.8,0.8774703562064343,-1,224,50,0.0150941947678055,-1.0775584924198796,AC,932,1862.621152888332,3424.878732995389,5630.9400885672885,0,4,CB,211,0,BA,1,1,-1,0,1000.0,0,INTERNET,2.426903003989373,windows,0,1,0,1
149612,1,0.6000000000000001,0.9514328303287208,-1,96,40,0.0197520761978738,-1.061227513216351,AB,2138,8143.358410762722,5518.10652985545,4203.520488991704,2,5,CA,226,0,BA,0,1,1,0,990.0,1,INTERNET,9.780714385096587,windows,0,1,0,6
149627,1,0.9,0.5537672079079811,-1,94,50,0.0267467170471092,-1.4245528211579794,AB,1139,7884.533135377497,5273.099731312012,5020.076480443332,772,2,CC,122,0,BB,1,1,1,0,500.0,0,INTERNET,5.354788702786976,windows,0,1,0,3
149699,1,0.2,0.0996594410727906,-1,223,60,0.023746370174599,47.989667488118016,AA,2474,4689.07176321174,4352.126151313088,5927.325864884681,0,1,CC,193,1,BA,0,1,6,0,1500.0,0,INTERNET,20.938538975020933,linux,0,2,0,0
149793,1,0.9,0.3522533426265481,-1,3,20,67.71239553672953,-1.056409674460866,AD,1155,5356.949924308397,4758.084486617585,4772.252586636339,14,24,CA,58,1,BC,0,1,20,0,200.0,0,INTERNET,6.449318080497607,other,1,1,0,7
149919,1,0.6000000000000001,0.9907092527494328,-1,314,40,0.0232297510269019,-0.6881822011715677,AC,3578,887.4829897112511,6153.122612944144,6281.064711196186,0,9,CA,315,0,BA,0,1,-1,0,2000.0,0,INTERNET,3.717674697840193,windows,0,1,0,0
150154,1,0.6000000000000001,0.0153553544743345,-1,369,50,0.0051213650833777,-1.4395746314186102,AC,1883,6726.271000687302,4182.211342622718,4243.886413059637,0,8,CC,174,1,BA,0,1,-1,0,1000.0,0,INTERNET,4.2382848743800015,linux,0,1,0,5
150401,1,0.9,0.8038690163576107,-1,144,40,0.0125884092252014,-0.5627602853709424,AB,1335,5471.492694652234,4608.145548904669,5543.418007415539,16,8,CA,253,0,BA,1,1,1,0,1500.0,0,INTERNET,35.047874880048425,macintosh,1,1,0,2
150552,1,0.7000000000000001,0.0293124613565772,64,11,40,0.0188091188146984,-1.1146720712392186,AB,793,2062.844689687908,3158.393083791383,3188.796836649703,9,4,CA,32,0,BB,0,1,28,0,200.0,0,INTERNET,15.870654356896017,windows,0,1,0,7
150559,1,0.7000000000000001,0.9962222061849456,-1,72,30,1.365450256535334,104.85838708210542,AA,2092,2725.602427542952,6680.299807057601,5150.3119642972215,2,4,CA,241,1,BA,0,1,31,0,1500.0,0,INTERNET,7.707909455315564,macintosh,1,1,0,2
150570,1,0.3,0.2523957286336537,-1,117,40,0.0161866080709071,-0.8893687192808261,AC,1623,7807.169438985693,5671.804491371401,5093.868101821073,1,4,CA,66,0,BB,0,1,-1,0,200.0,0,INTERNET,1.5628336990778309,other,0,1,0,3
150628,1,0.7000000000000001,0.5521238004390863,-1,381,60,0.0187051028374233,-1.2593156426018035,AD,3620,2678.909673799772,5843.300307116978,6342.270230608249,2,1,CA,316,1,BC,1,1,1,0,1000.0,0,INTERNET,2.9262131120809736,windows,1,1,0,0
150717,1,0.9,0.1197330833773992,-1,101,50,0.0107907847016135,-1.3425444762525194,AC,2245,4564.709253597195,2940.346220691883,4288.8299989559255,0,4,CA,166,0,BA,0,1,-1,0,1000.0,0,INTERNET,5.353969355831897,macintosh,0,1,0,6
150928,1,0.9,0.0049937755375095,53,13,20,0.0133736293756053,-0.5524830421816763,AD,1196,1111.0462961389012,6071.840457244097,4914.455353297404,10,16,CA,81,1,BA,0,1,28,0,1500.0,0,INTERNET,5.249774537642934,other,0,1,0,4
151189,1,0.5,0.7474328510020393,-1,48,60,0.0045822186784406,-1.1946266237819514,AD,3893,2691.7532490043413,4819.18778618407,4848.142126888502,0,0,CA,218,1,BA,0,1,2,0,500.0,1,INTERNET,7.3480218501215635,linux,0,1,0,3
151421,1,0.6000000000000001,0.1467532019279787,-1,176,40,0.0035427016734774,-1.470894457870024,AC,830,5635.1887334502735,4026.655117207563,4172.730306576871,2,5,CA,196,0,BA,0,1,30,0,200.0,0,INTERNET,2.1558533994561326,windows,1,1,0,5
151471,1,0.6000000000000001,0.8853141174215208,-1,36,30,0.014221119669937,24.343713004513607,AA,3386,8075.023211894286,8254.486491481899,5132.581166106645,3,14,CA,174,1,BA,0,1,20,1,500.0,0,INTERNET,1.1549151138942482,linux,0,1,0,3
151527,1,0.9,0.2458916120849354,-1,112,50,0.0182395482066905,-0.7857773501083936,AB,2227,1642.6852046283796,3084.002741128713,4138.576079364959,2,1,CA,233,0,BA,1,0,6,0,1000.0,0,INTERNET,4.520586957988913,windows,0,1,0,5
151623,1,0.3,0.7888425546619249,-1,135,50,0.0063033491118049,-0.5124729934028222,AC,2697,4980.187583960465,5177.125856719803,5399.237021867161,1,14,CB,49,1,BA,1,1,5,0,200.0,0,INTERNET,19.97691698181342,linux,1,2,0,2
151683,1,0.9,0.7994939060286794,-1,61,20,0.0060873921707041,-0.8101216808542648,AB,1333,2042.213384204028,3242.421430116067,4263.977275258848,2,10,CA,93,1,BB,0,1,-1,0,200.0,0,INTERNET,3.8368842412024833,windows,0,1,0,5
151707,1,0.9,0.2253048586940477,-1,29,40,0.0034879569918584,-0.588901641010207,AC,1355,572.4691477685936,3446.725389143968,3867.056105341188,1,13,CA,299,0,BA,0,1,-1,0,990.0,0,INTERNET,6.049340987974942,windows,0,1,0,6
151757,1,0.8,0.0789829067418108,-1,57,20,0.0152709789664663,-1.2242273531967234,AB,3518,7038.317881945576,5113.2650214871055,6754.179563940011,6,8,CA,128,0,BA,0,1,19,0,200.0,0,INTERNET,24.798572997327856,macintosh,0,1,0,0
151900,1,0.6000000000000001,0.4491328324861436,11,6,30,0.0061594714557197,-0.7957603635296318,AC,1647,711.5254524729393,4930.139083977272,6287.271744627148,0,8,CA,221,1,BA,0,1,-1,0,1900.0,0,INTERNET,36.30862105468253,windows,0,2,0,4
152041,1,0.6000000000000001,0.4072117732107657,27,17,20,2.533712056540716,-0.7941579229480922,AC,3274,2595.452911652551,4054.61799444236,5230.079878440969,6,14,CF,127,1,BC,0,1,-1,1,500.0,0,INTERNET,17.924210730254465,other,0,1,0,2
152068,1,0.1,0.1034375308171715,-1,297,30,0.0016893116795356,-0.7926893067072667,AC,1265,3161.63357836996,3991.556128575853,5524.38183287647,5,15,CA,139,1,BB,1,1,-1,0,200.0,0,INTERNET,7.620535665693415,windows,0,1,0,1
152122,1,0.5,0.3336830656360192,-1,361,70,0.0155257723616572,-1.6955242280605691,AD,2899,3345.483573319153,5528.078415095316,5335.60261238573,30,2,CA,239,1,BA,0,1,28,0,200.0,0,INTERNET,23.491286717227503,windows,0,1,0,1
152304,1,0.9,0.1664054649389542,-1,72,30,0.018308141329426,-0.3997179963365901,AD,2640,14166.836163440556,5904.935122197676,6625.21777649368,9,19,CA,215,1,BC,0,1,30,0,1500.0,0,INTERNET,1.1635284714198215,windows,1,1,0,0
152360,1,0.9,0.0033753144828022,-1,168,60,0.0029437363412773,-0.9943660613823596,AC,1489,11400.800401285574,7316.22711417144,6433.90984351095,1,4,CA,91,1,BA,0,0,24,0,200.0,0,INTERNET,1.4324274772523915,other,1,1,0,0
152364,1,0.9,0.3482989157198443,-1,101,30,0.009181201144165,17.268564495217333,AA,2412,4405.748222693539,6887.0013094826245,6818.036813300711,1,11,CA,113,1,BC,0,1,1,0,200.0,0,INTERNET,5.85469973897802,other,1,1,0,0
152480,1,0.3,0.7754583107377432,-1,82,30,0.005074388804167,20.94479740527121,AA,2104,3471.4111406027614,5447.025869685769,5568.772584018627,1835,12,CA,159,0,BC,0,1,3,0,500.0,0,INTERNET,5.0823257293603294,other,0,1,0,2
152550,1,0.8,0.1995615051729194,-1,56,40,0.0146058577936814,-1.46895569706461,AC,1905,4890.806570681948,4611.827756816178,4177.885896280329,1,11,CA,178,1,BC,0,1,-1,0,200.0,0,INTERNET,1.7338851134824114,windows,1,1,0,5
152666,1,0.1,0.2770559411373086,222,32,30,0.0010965541514855,-0.3596002784683386,AC,3139,6171.321677055699,4806.493785361323,5318.9246921926815,0,13,CA,126,1,BC,0,1,-1,0,200.0,0,INTERNET,4.4811545790859535,linux,1,1,0,2
152855,1,0.6000000000000001,0.8253215583322331,-1,67,20,0.0074756735504537,20.615722833509537,AA,1861,14687.670393630038,7053.683781947369,5934.638537010912,1,15,CA,44,0,BE,0,1,10,0,200.0,0,INTERNET,5.0966689972637935,other,1,1,0,0
153031,1,0.3,0.1754068666379037,-1,100,50,0.4934156680998471,-1.7062096903993518,AC,2265,3256.754845985357,6079.249833975692,4892.577001567858,1,1,CC,94,0,BA,0,1,-1,0,200.0,0,INTERNET,1.979367280816212,windows,0,1,0,3
153101,1,0.9,0.8422138076649114,-1,62,20,1.2709597768981418,-1.1305931783799616,AC,1057,3523.0783337297003,3085.786236150823,3495.075658911628,0,18,CD,62,0,BA,0,1,-1,0,200.0,0,INTERNET,21.87662165063469,windows,1,1,0,4
153103,1,0.1,0.9933270986310262,-1,315,60,0.0019760075015173,36.90055334121094,AA,5557,3987.785972877829,6163.110506983294,6680.137865672811,2084,9,CD,60,1,BB,0,0,10,0,200.0,0,INTERNET,6.008449301901982,windows,0,1,0,0
153215,1,0.9,0.0953591740573041,-1,184,50,19.189564267510708,50.47553781317799,AA,1239,5872.47823922033,5944.994821777296,4271.327685291853,1,13,CB,35,1,BB,0,1,26,0,1000.0,0,INTERNET,20.56802033174929,linux,0,1,0,0
153306,1,0.8,0.1051911650291017,-1,226,60,0.0223846109213229,-1.2753461894102252,AB,632,4605.491030831056,2755.9812510604083,4288.174151830383,13,3,CA,225,1,BA,0,1,30,0,1000.0,0,INTERNET,3.667951494570111,linux,0,1,0,1
153347,1,0.5,0.2871968546565796,59,3,30,0.0108333243694788,-1.0189319588484231,AC,789,1881.563961323672,2212.9461039302705,3158.679201670887,0,6,CA,234,1,BA,0,1,-1,0,990.0,0,INTERNET,2.639576209821484,windows,0,1,0,7
153375,1,0.7000000000000001,0.1181040609682475,-1,122,20,0.0053131927392256,-1.339883812580852,AC,1107,3638.1618491951695,7953.091469108654,5562.277015755987,1,13,CA,46,1,BE,0,0,-1,0,200.0,0,INTERNET,2.3620500994736098,windows,0,1,0,1
153505,1,0.9,0.6467713389828437,-1,238,40,0.011137829428303,41.91216226796384,AA,1372,8565.189929656317,6241.5647337601085,6378.789994660374,283,6,CB,67,0,BA,1,1,15,0,2000.0,0,INTERNET,5.060280342249096,windows,0,0,0,0
153678,1,0.6000000000000001,0.1810874028786804,-1,64,30,0.0002079839313262,49.24130239682968,AA,375,5451.032749604641,3209.0785523916884,3082.670392546138,19,17,CA,102,1,BC,0,1,30,0,200.0,0,INTERNET,4.551818737165523,linux,0,1,0,7
153810,1,0.8,0.1560669060673551,-1,36,50,18.552066308714927,22.57760664022621,AA,2174,7342.583672958194,5664.19415488552,4344.8619119192135,17,9,CA,133,1,BA,0,1,28,0,200.0,0,INTERNET,3.4419950129737846,other,0,0,0,5
153825,1,0.9,0.0702477223093637,-1,23,60,0.0084777964529421,-0.8911539328482178,AB,2095,4688.370772233237,6204.465510572074,5405.522639893508,5,3,CA,118,1,BA,1,1,30,0,200.0,0,INTERNET,4.51459186312619,windows,1,1,0,7
154151,1,0.2,0.8199674773388026,-1,107,30,0.0071752476046418,-1.0518698725264712,AB,489,3011.3081775693463,2821.3599065334583,3078.2735502816395,12,8,CA,153,1,BA,0,1,25,0,200.0,0,INTERNET,1.4997362793116369,windows,1,1,0,7
154166,1,0.9,0.7702555016431154,-1,211,50,0.0065425855330825,-1.184555776230541,AB,701,6499.959978599433,4347.940615133074,5515.885274179208,18,1,CC,312,0,BA,0,1,20,0,990.0,0,INTERNET,2.9157130767987924,windows,0,1,0,2
154326,1,0.1,0.7956158648775846,-1,74,50,0.0102346122741579,-1.4507794335033362,AB,1672,938.8237461562104,3391.821026736073,3130.978547515184,150,2,CA,223,1,BA,0,1,27,1,1500.0,0,INTERNET,4.147885389271374,windows,0,1,0,7
154402,1,0.7000000000000001,0.9990241546437624,-1,88,50,0.0013452260478088,-0.7962156486840892,AB,1205,5184.581140438806,4750.727969530113,4750.427560471997,1,12,CB,200,1,BC,0,1,1,0,500.0,0,INTERNET,5.222516840530319,linux,1,1,0,3
154449,1,0.8,0.1194416339665538,-1,62,30,0.0071352074646073,-0.9062247870066158,AC,1165,6232.038404064874,5378.989845635912,6675.3987926595655,0,13,CA,157,1,BC,0,1,-1,0,200.0,0,INTERNET,5.034813892942505,other,1,1,0,0
154483,1,0.8,0.1786879315441673,-1,77,30,0.0076901840777418,-0.6644483837469242,AB,1151,5255.728592781794,4768.178405984271,5298.36122056484,20,15,CA,298,1,BA,1,0,30,0,1500.0,0,INTERNET,2.044157201142576,windows,0,1,0,1
154521,1,0.8,0.4703745259812861,-1,88,10,3.2064626502991143,51.6089618259859,AB,455,2299.2669880412736,6384.3367008151135,4894.535430984191,219,10,CF,171,1,BC,0,1,20,0,1500.0,0,INTERNET,69.6319087256301,windows,0,1,0,1
154525,1,0.9,0.0705693930301677,-1,35,30,0.0409078550264994,-0.8254757659035836,AD,518,3019.1628135559904,1884.9011227715168,3107.878022052099,12,6,CA,235,1,BA,1,1,14,0,200.0,0,INTERNET,4.952506290957869,windows,1,1,0,7
154530,1,0.5,0.5622114422774609,-1,130,20,0.0166618546471064,-0.5256403134192655,AB,2880,7946.716772033218,6063.878315985802,5888.561802242622,14,11,CA,67,0,BE,0,1,19,0,200.0,0,INTERNET,17.028095753988293,other,0,2,0,0
154702,1,0.4,0.1304432801959729,-1,138,70,0.0111463853799722,-0.9985950186186344,AB,1104,7259.683997201298,6196.729127513156,6866.0745011470335,3,7,CA,213,1,BA,0,1,21,0,1500.0,0,INTERNET,7.824975856064342,windows,1,1,0,0
154725,1,0.8,0.3080482093180279,-1,22,30,9.620778923641767,-1.1339781990738549,AC,1788,4760.846806900844,5662.414015363142,6256.982755525405,0,8,CD,68,0,BC,0,1,-1,0,200.0,0,INTERNET,11.301622190687988,windows,0,2,0,0
154778,1,0.9,0.3521257751804233,-1,49,50,0.0015229548448752,-0.8147405816924386,AC,1823,10913.645318475232,3809.597232739029,5019.848587841118,0,7,CA,193,0,BA,0,0,-1,0,2000.0,0,INTERNET,8.188069405140746,windows,1,1,0,4
154822,1,0.8,0.1664603782978557,-1,109,40,0.0280725209320614,95.67419572924238,AA,626,12853.6243231133,7680.730090195678,6698.200447885836,1,6,CA,44,1,BA,0,1,5,0,1500.0,0,INTERNET,7.470849740880497,windows,1,1,0,0
154859,1,0.1,0.4152645852123499,-1,116,20,0.0232132157146252,-1.1371881230231775,AD,1925,5280.126006764883,5950.880228370456,5860.752890474452,0,15,CA,176,0,BE,0,1,30,0,500.0,0,INTERNET,10.61431546399768,windows,0,1,0,0
154940,1,0.9,0.6861693370769003,23,58,40,0.0093960883790758,-0.9397328465020116,AC,647,6437.033092385673,4701.614027466747,5453.140242609229,2,6,CA,62,1,BC,0,1,-1,0,200.0,0,INTERNET,8.755094627438332,linux,1,1,0,2
155063,1,0.9,0.3968393457020222,32,18,30,0.02155041754713,-0.2325864334939438,AB,826,6608.937731686265,6868.762007481394,4256.58592016705,11,7,CA,165,1,BC,0,1,30,0,500.0,0,INTERNET,4.1980455741310845,other,0,1,0,4
155123,1,0.9,0.8836765412991718,-1,53,40,0.0088862026983066,-0.4252568174630835,AD,4355,11246.323351017589,3616.147134503085,4829.695352235169,1790,12,CA,272,1,BA,0,1,1,0,200.0,0,INTERNET,5.430115030844076,windows,0,1,0,6
155196,1,0.9,0.70732306614463,-1,50,40,0.0027942094956624,-1.4114231091207217,AC,1191,2290.379005689,3034.2551723904485,4928.5142779290445,1,10,CA,158,1,BA,0,1,-1,0,500.0,0,INTERNET,8.767737941994277,windows,0,1,0,4
155347,1,0.9,0.8172629719565212,49,2,30,0.0189984168202223,-1.051379949033616,AB,1227,538.9812762289654,3139.574931944337,3126.25522189109,7,18,CA,301,1,BA,0,0,1,0,2000.0,0,INTERNET,16.24256969007288,macintosh,0,1,0,7
155385,1,0.9,0.2112557975314057,-1,75,60,1.643389097324112,-0.7646645936741178,AC,2540,1954.8213522265755,6245.501462124033,4312.85449922318,1,5,CA,219,1,BA,0,1,-1,0,2000.0,0,INTERNET,6.812229401492858,linux,0,2,0,1
155409,1,0.9,0.5696153868183189,-1,29,40,0.0198435013594361,-1.1503466797977486,AD,2755,1968.2783393951715,3389.937845626909,3126.4551292604656,1,7,CA,228,1,BC,0,1,15,0,500.0,0,INTERNET,5.6308364342447845,other,0,1,0,7
155434,1,0.9,0.6448223503355269,-1,269,30,2.8302468067164988,-0.2310525299805509,AC,2316,5015.312523504866,5397.631624454511,4859.5177766791685,0,18,CA,143,0,BA,0,1,-1,0,500.0,0,INTERNET,30.272549727090784,windows,0,1,0,3
155504,1,0.9,0.8428622654979377,-1,72,50,0.0196458614121577,-0.9465262640055846,AB,2580,7372.153248283173,8317.870780002224,5003.739611599621,2246,6,CA,75,1,BC,0,1,2,0,200.0,1,INTERNET,5.78546559312956,windows,1,1,0,2
155517,1,0.9,0.1909321469309275,-1,137,50,0.0064507741755035,-0.6478256569468184,AC,1116,9971.395355833276,6908.209287066714,4953.131350613564,1,1,CC,217,1,BA,0,1,10,1,1500.0,0,INTERNET,4.8147927420685495,linux,0,1,0,2
155574,1,0.6000000000000001,0.2294987244092358,-1,101,40,0.011745017445133,-1.3499691609442608,AC,1446,4811.71923305786,4805.808746224951,4359.980284433126,0,3,CB,218,0,BC,0,1,-1,0,1000.0,0,INTERNET,3.642955300487575,windows,1,1,0,5
155643,1,0.9,0.1306664109066057,-1,176,50,0.0414315940088327,-0.5986135990677548,AC,1417,1977.281538275048,4624.123114927056,4977.036091927977,0,6,CA,165,1,BA,0,1,-1,0,1900.0,0,INTERNET,58.60819241453032,windows,1,1,0,4
155785,1,0.9,0.2208049688311169,-1,139,40,0.0251506537364168,-0.9436434712029812,AC,435,2679.777513949831,4764.332154621648,4484.014120356856,1,8,CA,105,1,BA,0,1,-1,0,200.0,0,INTERNET,4.174163332326669,linux,0,1,0,4
155807,1,0.9,0.3804153425632581,-1,67,30,0.4931164940714695,-1.538501950006701,AC,1233,5100.45760177753,3838.833591559751,4261.857593160715,1,15,CA,215,1,BC,1,1,-1,0,1500.0,0,INTERNET,59.92279154292632,windows,1,2,0,3
155864,1,0.6000000000000001,0.530130504076844,-1,113,30,18.20179997106661,-0.8357028950037797,AB,772,3804.87856956288,4927.302664305022,4031.960372056141,14,9,CA,63,1,BE,0,1,30,0,200.0,0,INTERNET,3.8965121514009415,other,0,1,0,6
155907,1,0.8,0.0570055038104874,-1,110,20,0.0046775374285531,27.37954926448404,AA,1278,3644.9960943454994,4727.350366482671,4293.712733730363,1737,12,CA,84,0,BA,0,1,19,0,200.0,0,INTERNET,1.863151138173922,other,1,1,0,5
155929,1,0.9,0.4253392793757536,-1,47,60,0.0230302117982639,-1.4731935649742158,AC,1707,1907.4333883735349,3674.805479508624,3086.692937567539,0,4,CA,102,0,BC,0,1,-1,0,200.0,0,INTERNET,4.646084987593879,windows,1,1,0,7
156183,1,0.9,0.6832239537720951,-1,41,20,1.341415826467089,-1.3714874246296735,AC,1012,1872.8776525322428,2670.551821543541,3509.6393717792744,0,7,CC,119,1,BB,0,1,-1,0,200.0,0,INTERNET,24.60439023452039,windows,0,1,0,6
